id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9596153,Beacon Hill Charmer,45167058,Weston,,Beacon Hill,42.358050489894815,-71.07132938575543,Entire home/apt,159,3,0,,,1,0
9607385,1 Private Bedroom,40633284,Marina,,Hyde Park,42.267733834386085,-71.13046552477059,Private room,50,1,0,,,1,289
9614024,Beautiful Studio Apt- Symphony area,15730792,Elif,,Roxbury,42.34022256368288,-71.082980712205,Entire home/apt,94,2,8,2016-08-14,0.35,1,0
9615932,Luxury&Sunny Apt inSecure Building,36388924,Marina,,Allston,42.35047434208497,-71.14103362281281,Private room,100,1,0,,,1,0
9626428,South Boston Condo,49715393,Sarah,,South Boston,42.33202883122871,-71.03764391190559,Entire home/apt,300,3,4,2016-12-21,0.18,1,0
9677207,Beautiful Brownstone near Copley Sq,157679,Sara,,Back Bay,42.352652170996365,-71.07565295793515,Entire home/apt,150,2,4,2016-06-13,0.14,1,0
9685076,Awesome Room with AirBed,16186589,Marie,,Dorchester,42.30327328770219,-71.07203686724688,Private room,35,10,11,2018-04-30,0.44,16,317
9685085,Boston Private Room with AirBed Near T!,16186589,Marie,,Dorchester,42.288510735590464,-71.06963438614187,Private room,38,30,7,2018-03-25,0.28,16,278
9685102,Spacious room in two-room condo in Boston MA,815156,Max,,Brighton,42.33588716697631,-71.14895443052323,Private room,35,1,125,2018-03-31,4.39,1,289
9706199,Charming 1B in the heart North End,50116532,Julie,,North End,42.36400448328387,-71.05372206866588,Entire home/apt,165,2,26,2018-05-09,0.89,1,6
9707238,2BR Corner Apartment - The Victor,39237801,Doug,,Downtown,42.36571169298574,-71.06023043086395,Entire home/apt,299,1,0,,,1,0
9709597,Marriott Custom House - Marathon Wk,49420203,Patrick,,Downtown,42.358779524680074,-71.05239624154014,Private room,400,4,2,2017-04-18,0.08,1,8
9710673,"Sunny, convenient apartment",34332489,英硕,,Mission Hill,42.33232514947065,-71.10058162355831,Private room,75,5,0,,,2,0
9710999,TheLongwood交通购物便利近哈佛医学院等多所高校的高性价比公寓,34332489,英硕,,Mission Hill,42.334359239027464,-71.10209201284177,Private room,75,5,0,,,2,0
9711934,Only 7 minutes to downtown Boston,31375710,Olga,,East Boston,42.36740937325516,-71.0368160823019,Private room,98,1,112,2018-05-14,3.91,1,157
9725178,Back Bay/Copley Historic Brownstone,3023813,Cm,,Back Bay,42.35130574498772,-71.08268033862973,Entire home/apt,199,7,81,2018-04-23,2.76,3,162
9727523,One private room in Jamaica Plain,50199143,Paul,,Jamaica Plain,42.31753771012777,-71.10845721836117,Private room,60,1,99,2018-02-19,3.33,3,33
9731479,Penthouse South End with roof deck,19013294,Vika,,South End,42.34567869385285,-71.06943202335499,Entire home/apt,195,2,88,2018-04-17,3.18,1,205
9750460,Beautiful 2 Bedroom North End Apt,4590803,Tim,,North End,42.36296395331412,-71.05608132274628,Entire home/apt,300,1,32,2018-04-07,1.29,1,8
9751520,1 BR Apt Close to Airport/Train,50297998,Tyler,,East Boston,42.36582858260108,-71.03528527440521,Entire home/apt,70,5,2,2016-01-14,0.07,1,0
9755993,Beacon Hill Studio,50314416,Julie,,Beacon Hill,42.35936904589469,-71.07116179759925,Entire home/apt,100,2,7,2017-01-01,0.24,1,0
9757412,South End Gem,50318988,Cynthia,,South End,42.336760458154714,-71.07576188649263,Private room,89,1,16,2016-09-05,0.54,1,0
9770560,Downtown Boston Studio 12ftceilings,5380487,Raffi,,Downtown,42.35270680630698,-71.06338443326804,Entire home/apt,225,1,0,,,1,0
9796309,"Marriott Custom House, Boston, MA",9671845,Larry,,Downtown,42.35858382193583,-71.05269740046626,Private room,100,1,0,,,1,0
9821291,BEST DEAL- 1 Bd in South End,24171028,Tiffany,,South End,42.3368527229644,-71.07306169541253,Entire home/apt,130,1,0,,,1,0
9822600,Quintessential Boston Charmer,826833,Lauren,,Charlestown,42.37294842275394,-71.06250928451719,Entire home/apt,275,3,0,,,1,0
9824155,"Cozy 1 Bed, Longwood Medical, Steps frm Transit!",50599963,Marcus,,Mission Hill,42.33000151862129,-71.11219829247533,Private room,69,2,43,2018-05-06,1.62,2,341
9825415,Private Room in the Heart of Boston,27121083,Antoinne,,Bay Village,42.34897813439239,-71.06782458659784,Private room,120,2,12,2017-04-18,0.41,1,0
9834532,Gorgeous rowhouse in South End,5610797,Trevor,,Roxbury,42.336461440500784,-71.08270026400284,Entire home/apt,250,7,0,,,1,0
9834617,"1) Private room for 1, Harvard, MIT, Boston Univ",50646598,House On Blaine,,Allston,42.35518988080188,-71.13798365643365,Private room,30,7,2,2016-04-18,0.07,11,365
9834727,"Hideaway in Boston's North End-""Little Italy""",50648271,Richard,,North End,42.363992206217254,-71.05488132772017,Entire home/apt,150,2,59,2018-05-10,2.07,1,130
9841140,Luxury condo North End M112,32532791,Marie,,North End,42.36378841343679,-71.05502675683724,Entire home/apt,425,3,18,2018-04-25,0.61,29,95
9845039,Cozy 1-Bedroom in Fenway/Brookline,184232,Ashley,,Fenway,42.346908960636355,-71.10492804923543,Entire home/apt,100,1,6,2016-02-08,0.21,2,0
9853959,South End/Back Bay Apartment,50727619,Margaret,,South End,42.34121174361634,-71.0795507455907,Entire home/apt,195,2,0,,,1,0
9854083,Near Harvard MIT Boston university,50646598,House On Blaine,,Allston,42.35614366171549,-71.13712072817228,Private room,45,3,1,2016-05-01,0.04,11,363
9855805,Back Bay Beacon Two Bedroom Standard,48494513,Inn Boston,,Back Bay,42.35482453139531,-71.07334797058765,Entire home/apt,229,2,59,2018-02-18,2.15,35,123
9857049,Cedars on Beacon Hill One Bedroom,48494513,Inn Boston,,Beacon Hill,42.35744256035078,-71.06903190739797,Entire home/apt,189,2,70,2018-04-22,2.39,35,109
9858828,North End Oasis,50745636,Sean,,North End,42.3648669275906,-71.05769065375229,Entire home/apt,150,2,23,2016-08-30,0.84,1,0
9864083,Lofty South End One Bedroom,50766866,Robert,,South End,42.34183606377488,-71.06475387663065,Entire home/apt,150,1,0,,,1,0
9878725,Small Cozy Attic Bedroom,17892292,Marlene,,Allston,42.36030977059385,-71.13411347506904,Private room,40,1,1,2018-03-05,0.41,4,0
9878803,Comfortable futon in large Brookline/Boston apt.,50291013,Jack,,Fenway,42.346266917725586,-71.10622711747924,Shared room,50,1,33,2017-06-19,1.12,1,0
9894686,Cozy Boston bedroom with parking,8267675,Robrecht,,Dorchester,42.293162444943434,-71.07272852785196,Private room,58,1,201,2018-05-06,6.84,2,20
9896713,Camp Chandler Pond,19509044,Erin,,Brighton,42.34741609690839,-71.16731949128882,Entire home/apt,112,1,233,2018-05-10,7.88,1,257
9897713,Warm 1 Bedroom Near Airport,5275817,Leah,,East Boston,42.38023267162577,-71.02894337477359,Entire home/apt,75,1,9,2018-05-04,0.32,1,0
9906565,"Sunny, Modern, Jamaica Plain Condo",6807512,Sarah,,Jamaica Plain,42.31097645315618,-71.10416185751671,Entire home/apt,225,2,3,2017-04-18,0.16,1,334
9918713,Lavish 2-BR Back Bay Apartment,30283594,Kara,,Back Bay,42.34665681392895,-71.07911571013813,Entire home/apt,175,3,3,2018-04-08,0.10,219,137
9920084,Luxury Furnished 2BR Apartment Near South End,30283594,Kara,,Back Bay,42.346851994984036,-71.0779951821494,Entire home/apt,185,3,3,2016-08-15,0.12,219,136
9922595,Downtown Boston 1-BR Apt. Near Boston Commons!,30283594,Kara,,Downtown,42.35107229312267,-71.06305596090543,Entire home/apt,144,3,2,2016-11-23,0.09,219,137
9941923,"Big, Bright, Boston Brownstone",51094247,Jud,,Fenway,42.35047342713808,-71.09723150233542,Entire home/apt,192,1,0,,,1,0
9949819,South End Near Backbay Garden Apt,31021638,Jahan,,South End,42.34650892135457,-71.07337174856316,Shared room,77,1,2,2016-01-15,0.07,1,0
9953144,Private room near Boston University for one,50646598,House On Blaine,,Brighton,42.35602509198838,-71.13878860857865,Private room,38,10,5,2017-08-25,0.19,11,365
9969226,Charming Allston 1bedroom apartment,274767,Bechir,,Allston,42.34909986741747,-71.13098673014787,Entire home/apt,79,1,0,,,1,0
9970895,South End-Close to Everything!,51173591,Elena,,South End,42.33716319369129,-71.07515985957755,Entire home/apt,159,2,10,2016-06-16,0.34,1,0
9971054,Cozy Room In JP,51236938,Vanessa,,Jamaica Plain,42.30337106614937,-71.11500731218838,Private room,50,1,61,2018-05-06,2.34,1,226
9971676,Kendall Square 2 Bedroom Apartment,15790379,Isa,,West End,42.36184675908025,-71.06905138033352,Entire home/apt,199,1,17,2016-09-13,0.58,7,0
9989001,"2 private rooms, great common rooms",11189145,Christopher,,Brighton,42.34849289138322,-71.1690072767917,Private room,30,14,0,,,1,0
9991733,Evolve West End,18202088,Luxurious Suites,,West End,42.36497434477916,-71.06961622422763,Entire home/apt,259,2,4,2017-07-21,0.14,17,361
9991857,*High-End 2-BR Back Bay Apartment by Fenway Park,30283594,Kara,,Back Bay,42.34668654972698,-71.07918967241031,Entire home/apt,177,3,5,2018-04-20,0.21,219,96
9992143,Upscale 2-Bedroom Back Bay Apartment,30283594,Kara,,Back Bay,42.34651762962903,-71.07772599195843,Entire home/apt,184,3,9,2018-03-17,0.45,219,131
9992532,LUX 2 Bedroom Back Bay Apartment in Copley Square,30283594,Kara,,Back Bay,42.34671047234268,-71.07770712540359,Entire home/apt,185,3,0,,,219,136
9993602,Lux Furnished 1-BR Back Bay Apartment,30283594,Kara,,Back Bay,42.34640823784515,-71.079837710634,Entire home/apt,219,2,2,2017-05-22,0.08,219,204
9993826,Luxury Furnished Back Bay 1-Bedroom Apartment,30283594,Kara,,Back Bay,42.3459360472483,-71.0797046489665,Entire home/apt,219,3,0,,,219,137
9999894,"Kenmore Square , Studio apartment",39481873,Lauren,,Fenway,42.34867013464364,-71.09442102048163,Entire home/apt,150,1,0,,,1,0
10004575,Pondside Spacious Condo,3130698,Mariana,,Jamaica Plain,42.319687020979636,-71.11296924688942,Entire home/apt,300,4,14,2017-09-30,0.52,1,0
10033322,Luxury 1 Bedroom Boston Apartment + Yoga Studio,30283594,Kara,,Chinatown,42.34953273016119,-71.06073077989421,Entire home/apt,129,14,0,,,219,207
10033554,Lux 1-Bedroom Boston Apartment + Yoga Studio,30283594,Kara,,Chinatown,42.35064237939513,-71.05991949930576,Entire home/apt,135,14,0,,,219,334
10033710,Lavish 1-BR Boston Apt. with Yoga Studio!,30283594,Kara,,Chinatown,42.350948573088345,-71.06111384419096,Entire home/apt,139,14,1,2018-02-26,0.37,219,207
10033715,New Upscale 2 Bedroom Boston Furnished Apt!,30283594,Kara,,Fenway,42.34373315783049,-71.09932286904042,Entire home/apt,179,28,2,2016-10-26,0.08,219,89
10033850,Lux 1-Bedroom Boston Apartment with Yoga Studio,30283594,Kara,,Chinatown,42.35057889072727,-71.06002593054511,Entire home/apt,129,14,0,,,219,137
10033976,Luxury 1-Bedroom Boston Apartment with Yoga Studio,30283594,Kara,,Chinatown,42.35146180082516,-71.05931099915965,Entire home/apt,140,14,0,,,219,207
10034113,Luxury Furnished 2-Bedroom Boston Apartment + Gym!,30283594,Kara,,Chinatown,42.349733816781615,-71.0605232110554,Entire home/apt,179,10,4,2018-02-09,0.37,219,53
10034183,"Large 1br/2bath, right by the water",31310602,Niels & Elisa,,South Boston,42.33092983548818,-71.04146397218636,Entire home/apt,125,2,15,2017-11-19,0.53,1,30
10034614,Upscale Boston 2 Bedroom Apartment & Yoga Studio,30283594,Kara,,Chinatown,42.351341904003895,-71.06049158227391,Entire home/apt,176,14,2,2018-04-01,0.66,219,90
10034930,Lux Furnished 2-Bedroom Apartment In Fenway,30283594,Kara,,Fenway,42.34455666558026,-71.09865503327505,Entire home/apt,179,28,0,,,219,256
10035581,Ultra Plush & Furnished 2-Bedroom Fenway Apartment,30283594,Kara,,Fenway,42.34372880865884,-71.09900791813267,Entire home/apt,179,28,0,,,219,273
10036192,New Furnished 2-Bedroom Apartment near Fenway,30283594,Kara,,Fenway,42.34442294272122,-71.09890810231927,Entire home/apt,179,28,0,,,219,204
10037387,Boston Newbury Two Bedroom Grand,48494513,Inn Boston,,Back Bay,42.34964226006277,-71.0843452927662,Entire home/apt,239,2,33,2018-02-05,1.28,35,0
10048789,New Luxury 2-Bedroom Fenway Apt!,30283594,Kara,,Fenway,42.345165258442336,-71.1002281921089,Entire home/apt,176,28,0,,,219,226
10051649,Luxury Furnished 2BR West End Apartment,30283594,Kara,,West End,42.36479585053193,-71.07010306472651,Entire home/apt,225,10,0,,,219,365
10052037,Lux Furnished 1BR West End Apartment,30283594,Kara,,West End,42.364801672919455,-71.06865495357737,Entire home/apt,228,10,0,,,219,365
10056496,Nice 4 bedrooms apartment,51354463,Andy,,East Boston,42.38953063489859,-71.00585742777379,Entire home/apt,250,2,39,2016-10-16,1.35,2,256
10059572,"Sunny, Cozy Two Bedroom in JP!",7594805,Julia,,Jamaica Plain,42.29684353814034,-71.11573125124903,Entire home/apt,160,2,9,2018-04-22,0.86,2,2
10068240,Spacious Room on Top Floor!,15583990,Natalia,,Dorchester,42.289713932072836,-71.0614035036455,Private room,67,1,85,2018-05-09,2.94,5,296
10070404,New Beacon Back Bay 2 Bedroom Apt.,51673899,Heath Mangement Co. Inc.,,Back Bay,42.35481432026883,-71.0746523547689,Entire home/apt,174,2,39,2018-03-26,1.35,19,267
10083878,"",51741798,Jen,,South End,42.338323186341185,-71.07629653396535,Entire home/apt,170,2,56,2017-04-19,2.17,1,0
10084216,Private Boston-Back Bay Top Floor w/ Private Deck,51745385,Dennis,,Back Bay,42.350665618860226,-71.07915281568916,Entire home/apt,350,5,16,2017-10-24,0.72,1,24
10103725,Spacious Southie Condo 2 bed/bath -close to beach!,51849764,Brendan,,South Boston,42.3312396244615,-71.04175689790169,Entire home/apt,250,1,8,2016-10-09,0.32,2,0
10106081,"In the heart of North End, Boston.",40885583,Konstantinos,,North End,42.3664654444147,-71.05375655569645,Entire home/apt,65,2,78,2018-04-25,2.74,1,87
10116429,Lavish 1 Bedroom Downtown Boston Apartment,30283594,Kara,,Chinatown,42.35125461850827,-71.06124547812514,Entire home/apt,129,1,1,2016-01-17,0.04,219,137
10116601,Furnished 1-Bedroom Downtown Boston Apartment,30283594,Kara,,Chinatown,42.3520684901623,-71.06194463372994,Entire home/apt,139,3,1,2016-04-08,0.04,219,90
10116726,Lux 1-Bedroom Apartment in Downtown Boston,30283594,Kara,,Chinatown,42.35160596313017,-71.06154627147038,Entire home/apt,134,3,1,2016-02-12,0.04,219,210
10116914,|Financial District Boston 1BR Apt. + Pool & Gym,30283594,Kara,,Downtown,42.352141941032684,-71.06351949861497,Entire home/apt,130,3,1,2017-10-17,0.14,219,90
10117122,Lux furnished 2-BR Boston Apt Near Boston Commons,30283594,Kara,,Downtown,42.35150940254155,-71.06333625679352,Entire home/apt,179,21,0,,,219,207
10117329,Luxury Furnished 2BR Boston Apt - Indoor Pool!,30283594,Kara,,Chinatown,42.35090794513311,-71.06197529166677,Entire home/apt,175,3,4,2017-09-11,0.14,219,62
10117472,Lux Furnished Boston 2-BR Apt Near China Town,30283594,Kara,,Chinatown,42.35132188621957,-71.06269213714496,Entire home/apt,189,3,2,2018-05-09,0.63,219,204
10117803,Lux 2-Bedroom Downtown Boston Apt+ Indoor Pool,30283594,Kara,,Downtown,42.35126102439081,-71.0636254169093,Entire home/apt,175,3,9,2018-03-25,0.33,219,137
10118091,Ultra Modern Furnished West End 1-BR Apt,30283594,Kara,,West End,42.36523377941854,-71.0677963849673,Entire home/apt,129,3,1,2017-10-13,0.14,219,163
10118379,Lux Furnished 1-BR Apartment at West End!,30283594,Kara,,West End,42.36318985341243,-71.06910537918141,Entire home/apt,125,25,0,,,219,206
10118716,Ultra Modern Furnished West End 2BR Apt,30283594,Kara,,West End,42.365474679046216,-71.06891649349022,Entire home/apt,179,3,0,,,219,137
10118946,^Luxury Furnished 2-Bedroom West End Apartment,30283594,Kara,,West End,42.36486189808193,-71.06715419186052,Entire home/apt,175,5,0,,,219,207
10119075,Beautifully Furnished  2-Bedroom Apt. at West End,30283594,Kara,,West End,42.3648189588525,-71.06907671576315,Entire home/apt,189,3,0,,,219,207
10119193,`Lux Furnished 2-Bedroom West End Apartment,30283594,Kara,,West End,42.364668042853936,-71.06942445347283,Entire home/apt,174,3,2,2018-04-06,1.11,219,62
10119327,Furnished Luxury 2-BR at West End,30283594,Kara,,West End,42.36329130750653,-71.06710681709838,Entire home/apt,184,3,0,,,219,136
10123024,Sunny apt at convenient location,28564205,Aanchal,,Allston,42.350145399071714,-71.12884718974465,Entire home/apt,75,1,0,,,1,0
10132073,Extended stays,51992629,Jef,,East Boston,42.37045480727794,-71.04025850654962,Entire home/apt,150,4,16,2018-04-05,0.69,1,317
10136854,Deluxe 1BR BostonFurnished Apt.,30283594,Kara,,Chinatown,42.350641890254046,-71.06291037675189,Entire home/apt,349,3,0,,,219,32
10138904,New Beacon Back Bay Elegant 3BR 2 Bath Apts.,51673899,Heath Mangement Co. Inc.,,Back Bay,42.3550344771493,-71.0737364410998,Entire home/apt,330,2,41,2018-05-13,1.44,19,315
10149314,Upscale Furnished 1-Bedroom Boston Apartment!,30283594,Kara,,Fenway,42.34362171747609,-71.09797075902682,Entire home/apt,149,3,5,2018-03-05,0.19,219,365
10152056,Furnished 1 Bedroom West End Apt. Winter deals!,30283594,Kara,,West End,42.36480762291193,-71.0689303934233,Entire home/apt,133,3,0,,,219,90
10153536,Furnished 1BR Longwood Apartment.,30283594,Kara,,Mission Hill,42.33384311318831,-71.10181769806175,Entire home/apt,169,3,0,,,219,145
10153739,Lux Furnished 1BR Boston MA Apt.,30283594,Kara,,Mission Hill,42.33336456830139,-71.09999220363608,Entire home/apt,349,3,0,,,219,145
10163454,A Cozy Room in Veggie Paradise!,52169456,Myla,,Jamaica Plain,42.30089711317004,-71.1119677817735,Private room,61,1,4,2018-04-15,2.86,2,14
10164759,New Beacon Back Bay One Bedroom Apartment,51673899,Heath Mangement Co. Inc.,,Back Bay,42.35476045244558,-71.0736797996714,Entire home/apt,179,2,17,2017-11-05,0.59,19,353
10164810,Prudential Copley 1 Bedroom w/ Common Roof Deck,51673899,Heath Mangement Co. Inc.,,Beacon Hill,42.35655822884671,-71.07279512180934,Entire home/apt,179,2,14,2018-02-19,0.52,19,353
10175033,North End Apt. w/ a view!,36670279,Susan,,North End,42.36666890930496,-71.05642985300993,Entire home/apt,200,2,86,2018-05-15,3.07,1,223
10185646,Spacious 3 Bedroom in Boston,1997048,ToRena,,Dorchester,42.30146177790169,-71.08099789756763,Entire home/apt,179,5,0,,,5,77
10185866,Beautiful large 2 BR for three week,52311253,Amita,,West Roxbury,42.263385659608225,-71.15365616404101,Entire home/apt,120,1,0,,,1,0
10186477,Cozy Private Room in Fenway/Kenmore,184232,Ashley,,Fenway,42.346264426362055,-71.10295984636005,Private room,50,1,3,2016-04-02,0.11,2,0
10190260,Stunning South End Loft at Silver Line w/ PARKING!,10778805,Paul,,Roxbury,42.33329530225683,-71.07815404379751,Private room,75,30,1,2016-01-30,0.04,1,88
10208321,near Harvard business School,52133887,Hongjin,,Allston,42.3587909671608,-71.12856524264339,Private room,50,2,2,2016-07-07,0.09,1,0
10227043,2 BR 2 Bath Luxury Apmt in SouthEnd,39338110,Bobbi,,South End,42.34343207030431,-71.0729121344843,Entire home/apt,350,3,87,2018-05-13,3.05,1,310
10228764,Lux Furnished 1BR Apt. in Boston,30283594,Kara,,Fenway,42.34377187732301,-71.10078307596594,Entire home/apt,349,3,0,,,219,137
10231171,Allston Close to Harvard Business School + BU C,19548932,Joe,,Allston,42.358571311984065,-71.12983366784165,Private room,70,1,96,2018-04-22,3.37,13,254
10231714,Fascinating Cozy Apt near Fenway Park,52580942,Ben,,Fenway,42.345904491897734,-71.10469067280206,Entire home/apt,140,1,39,2017-04-26,1.35,2,0
10233104,❤️ AIRBNB HOTEL #1,25938928,Ricardo,,East Boston,42.36796442486891,-71.04085338561889,Private room,30,1,196,2018-05-03,7.31,9,128
10234895,"Cozy room, 2 min walk to redline T",52601623,Jean,,Dorchester,42.283185415860075,-71.0676301992643,Private room,52,1,10,2017-10-15,0.39,5,362
10241577,1BR Furnished Apt. in Boston Fenway,30283594,Kara,,Fenway,42.343876810752974,-71.101609416486,Entire home/apt,139,3,2,2017-01-02,0.07,219,207
10249798,2nd floor room in Victorian House,26062958,Yvonne,,Roxbury,42.32634611259963,-71.06907964538719,Private room,50,2,25,2018-03-29,1.17,2,17
10253591,"Quiet, Private Room with Comfy Bed",32071442,Sarah,,Jamaica Plain,42.31838301910418,-71.10187809594295,Private room,105,2,41,2018-04-28,1.54,2,76
10253899,"Large, lovely 4BR home in Boston",14561673,Megan,,Charlestown,42.380924917538636,-71.06756115812803,Entire home/apt,250,3,5,2017-04-18,0.20,1,22
10261620,Luxurious Boston 1-BR Apartment + Yoga Studio,30283594,Kara,,Chinatown,42.34952367733369,-71.05972639589817,Entire home/apt,136,14,0,,,219,207
10262069,Lux Furnished 2-BR Boston Apartment + Yoga Studio,30283594,Kara,,Chinatown,42.3509297039733,-71.05977195554615,Entire home/apt,178,14,3,2018-02-09,0.32,219,207
10262267,Luxury Furnished Studio Boston Apt,30283594,Kara,,Chinatown,42.349211002089376,-71.06121650930615,Entire home/apt,209,14,0,,,219,136
10264774,Copley Garrison Two Bedroom Suite,48494513,Inn Boston,,Back Bay,42.34735051054248,-71.07924229599945,Entire home/apt,299,2,71,2018-04-08,2.73,35,139
10266397,Boston Newbury One Bedroom Suite,48494513,Inn Boston,,Back Bay,42.348344518902536,-71.08620417825242,Entire home/apt,249,2,19,2018-04-09,0.69,35,129
10266928,Back Bay Beacon One Bedroom suite,48494513,Inn Boston,,Back Bay,42.35510226700914,-71.07316777262785,Entire home/apt,229,2,35,2018-02-12,1.25,35,154
10271867,Cozy room in Jamaica Plain,52274002,Julia,,Jamaica Plain,42.32357026201424,-71.10670813435179,Private room,46,1,2,2016-08-02,0.08,1,0
10279083,"Clean, Convenient and Comfortable",21401498,Edward,,Roslindale,42.28924445178053,-71.14156145056769,Private room,70,1,8,2018-04-16,0.30,1,158
10293480,New Heart of Newbury Back Bay Boston 1 Bedroom Apt,51673899,Heath Mangement Co. Inc.,,Back Bay,42.34970659815711,-71.08462439884744,Entire home/apt,299,2,7,2018-02-06,0.37,19,313
10299047,2BR near subway in eclectic Boston neighborhood,52989144,Brian,,Jamaica Plain,42.31308411868998,-71.10511677573426,Entire home/apt,175,60,40,2017-08-31,1.62,1,86
10311094,New Beacon Back Bay Great 3BR 3 Bath Penthouse Apt,51673899,Heath Mangement Co. Inc.,,Beacon Hill,42.35687785981932,-71.07395820653973,Entire home/apt,399,2,31,2018-04-11,1.12,19,309
10333345,Beautiful room in hipster town,15575274,Sa,,Brighton,42.34598536891886,-71.13639659272496,Private room,75,1,54,2018-04-30,2.00,4,0
10356880,Lovely&convenient room by airport!,41565478,Luz,,East Boston,42.36422865818504,-71.02934771217218,Private room,95,1,95,2017-11-20,3.58,1,285
10381729,Nice apartment with open floor plan,52187617,David,,Mattapan,42.286355218435645,-71.09483015089907,Private room,30,1,100,2018-04-29,3.69,2,351
10411383,Spacious Boston 2 BR Apt near train and airport #2,44617326,Caroline,,East Boston,42.376947355304885,-71.03023023664814,Entire home/apt,250,1,13,2017-10-15,0.52,3,225
10426124,"Spacious, comfy, Downtown 15 min.",53699829,Kathy,,Dorchester,42.31498684907553,-71.06664344625693,Entire home/apt,84,2,57,2018-04-30,2.03,2,155
10427199,Boston Christopher Studio Suite,48494513,Inn Boston,,South End,42.34341555548842,-71.07951597072666,Entire home/apt,219,2,76,2018-04-07,2.72,35,44
10427882,Boston Christopher One Bedroom,48494513,Inn Boston,,South End,42.344073471375246,-71.07785150050033,Entire home/apt,229,2,48,2018-04-21,1.73,35,135
10434883,Cedars on Beacon Hill Studio Suite,48494513,Inn Boston,,Beacon Hill,42.35721790205242,-71.07050227797782,Entire home/apt,209,2,96,2018-04-29,3.42,35,118
10436811,"Bright, Clean & Great Location",20333008,Euan,,Allston,42.34706793241136,-71.13520913828836,Private room,50,2,0,,,1,0
10469962,New Beacon Back Bay 2 BR Bi-Level 1.5 Bath Apt.,51673899,Heath Mangement Co. Inc.,,Beacon Hill,42.356107774337474,-71.07344576915744,Entire home/apt,399,2,17,2018-04-19,0.61,19,362
10470115,Historic Beacon Hill 1BRw/Roof Deck,51673899,Heath Mangement Co. Inc.,,Beacon Hill,42.35909772938312,-71.07124754184737,Entire home/apt,199,2,6,2017-03-26,0.22,19,270
10475848,beautiful seaport Apartment,53989804,Mo,,South Boston Waterfront,42.349158419057545,-71.05006483688035,Entire home/apt,361,2,32,2018-05-12,1.20,1,83
10494118,2 bedroom apartment in Boston!,54097330,Olive,,Jamaica Plain,42.30750880921306,-71.11272474122002,Entire home/apt,175,4,6,2018-04-04,0.84,1,218
10494550,CONVENTION CTR/SEAPORT AREA-PRIVATE BATH & ENTRY,54099497,Michael,,South Boston,42.337998853788235,-71.03858635473816,Private room,69,1,189,2018-05-13,7.09,5,218
10524612,Sunny 2/1 Modern Condo Near Subway (60W1),3594203,Shawn,,East Boston,42.3699654059797,-71.03987489674748,Entire home/apt,99,1,65,2018-04-25,2.37,14,0
10542140,Classic Brownstone in Historic Area,54361238,Giuseppe,,Back Bay,42.34886985619918,-71.08460420772631,Entire home/apt,350,1,72,2018-05-02,2.53,1,41
10549219,Marriott Custom House,54404109,Roger,,Downtown,42.358060702118564,-71.05266926285083,Private room,250,4,0,,,1,0
10559976,Lovely room right by subway T,52601623,Jean,,Dorchester,42.28527106162183,-71.06859175017794,Private room,55,1,4,2017-10-09,0.33,5,292
10569282,Back Bay Beacon 3 Bedroom Bi Level,48494513,Inn Boston,,Back Bay,42.35395557233241,-71.07444555927097,Entire home/apt,379,2,75,2018-02-25,2.77,35,105
10592815,SEAPORT LUXURY HIGHRISE,47858156,Terri,,South Boston Waterfront,42.347423781607695,-71.03920811734162,Entire home/apt,200,1,0,,,1,0
10610205,Charming Bedroom at Family Home,54749443,Curt & Thanh (With Hieu & Kim),,Dorchester,42.299853423601974,-71.06773596473707,Private room,66,2,46,2018-02-02,1.97,2,96
10611598,"Unique 1 B/B in Beacon Hill, Boston",41328752,Patrick,,Beacon Hill,42.36003477904195,-71.07059547723476,Entire home/apt,200,1,0,,,1,0
10627514,Sunny JP bedroom near Orange Line T,16337422,Orion,,Jamaica Plain,42.31551268554925,-71.10157722722016,Private room,70,1,12,2017-11-04,0.46,2,290
10656206,Large 2 Bedrooms Boston South End,4897723,Sina,,South End,42.34075399526022,-71.08183367653695,Entire home/apt,290,1,6,2018-04-17,0.24,2,307
10656899,Great room in Boston's South End,4897723,Sina,,South End,42.340368187394276,-71.08015135949631,Private room,119,1,6,2016-07-25,0.23,2,0
10671192,1 bedroom apt in Boston South End,44392534,Nick,,South End,42.33943485166942,-71.08005787284273,Entire home/apt,190,1,125,2018-04-27,5.17,1,43
10701625,New Back Bay Brownstone One Bedroom Copley,51673899,Heath Mangement Co. Inc.,,Back Bay,42.34483511245797,-71.08075172857512,Entire home/apt,249,2,15,2018-02-11,0.59,19,360
10704442,Cozy Apartment with Great Views!,55310299,Preeti,,North End,42.36702083461885,-71.05420896843187,Private room,100,1,0,,,1,0
10724635,Room in large Allston House,55426664,Calvin,,Allston,42.35211410688092,-71.12959064900406,Private room,27,1,0,,,1,0
10730102,Comfy Room in Allston,32150958,David,,Allston,42.36164085512783,-71.12389447283762,Private room,40,6,0,,,1,0
10749312,Welcome Home! 3BR near T w parking,55571157,Steve,,Jamaica Plain,42.31589870622909,-71.10745634054862,Entire home/apt,249,3,9,2018-04-15,0.38,2,63
